Date,Open,High,Low,Close,Adj Close,Volume
2016-04-18,4535.209961,4570.580078,4531.109863,4569.310059,4569.310059,1672260000
2016-04-19,4573.580078,4574.379883,4515.97998,4537.089844,4537.089844,1824250000
2016-04-20,4539.200195,4562.339844,4523.899902,4540.439941,4540.439941,1781340000
2016-04-21,4540.709961,4558.669922,4522.850098,4540.799805,4540.799805,1758190000
2016-04-22,4478.450195,4502.390137,4440.140137,4474.189941,4474.189941,2018930000
2016-04-25,4459.669922,4474.77002,4452.870117,4474.129883,4474.129883,1582270000
2016-04-26,4480.600098,4490.060059,4439.379883,4452.970215,4452.970215,1825020000
2016-04-27,4412.819824,4426.279785,4381.169922,4416.629883,4416.629883,1938780000
2016-04-28,4419.120117,4447.200195,4355.299805,4363.990234,4363.990234,2161400000
2016-04-29,4367.589844,4372.970215,4307.100098,4341.299805,4341.299805,2376460000
2016-05-02,4350.830078,4386.97998,4334.589844,4381.299805,4381.299805,1880460000
2016-05-03,4349.080078,4368.759766,4329.759766,4341.390137,4341.390137,1984340000
2016-05-04,4314.5,4328.220215,4301.069824,4312.009766,4312.009766,1950800000
2016-05-05,4326.910156,4333.120117,4299.609863,4309.47998,4309.47998,1888350000
2016-05-06,4290.359863,4330.240234,4282.0,4330.169922,4330.169922,1860800000
2016-05-09,4331.660156,4361.870117,4329.899902,4341.22998,4341.22998,1625100000
2016-05-10,4360.72998,4404.089844,4351.160156,4402.040039,4402.040039,1760120000
2016-05-11,4395.879883,4407.930176,4360.72998,4361.029785,4361.029785,1859110000
2016-05-12,4376.089844,4377.859863,4312.879883,4342.810059,4342.810059,1930450000
2016-05-13,4337.830078,4364.240234,4318.700195,4326.529785,4326.529785,1698030000
2016-05-16,4335.330078,4395.700195,4329.890137,4380.47998,4380.47998,1741510000
2016-05-17,4376.549805,4385.060059,4311.180176,4322.560059,4322.560059,1925230000
2016-05-18,4314.339844,4360.910156,4305.72998,4338.22998,4338.22998,1934100000
2016-05-19,4319.859863,4331.580078,4284.370117,4315.580078,4315.580078,1805890000
2016-05-20,4330.069824,4379.97998,4329.569824,4362.899902,4362.899902,1970520000
2016-05-23,4364.72998,4382.399902,4353.359863,4355.100098,4355.100098,1865110000
2016-05-24,4381.339844,4449.209961,4380.459961,4444.299805,4444.299805,1942280000
2016-05-25,4459.259766,4488.52002,4453.049805,4476.430176,4476.430176,1784420000
2016-05-26,4478.569824,4494.029785,4469.759766,4487.959961,4487.959961,1606250000
2016-05-27,4490.959961,4512.540039,4489.160156,4512.540039,4512.540039,1505020000
2016-05-31,4513.850098,4526.839844,4497.649902,4523.890137,4523.890137,2285350000
2016-06-01,4507.180176,4530.390137,4502.779785,4520.069824,4520.069824,1797090000
2016-06-02,4510.810059,4531.350098,4488.080078,4531.350098,4531.350098,1729050000
2016-06-03,4520.97998,4523.359863,4480.799805,4509.790039,4509.790039,1697840000
2016-06-06,4517.879883,4536.549805,4510.330078,4523.629883,4523.629883,1663840000
2016-06-07,4527.859863,4532.299805,4511.419922,4513.089844,4513.089844,1747760000
2016-06-08,4521.100098,4529.089844,4505.390137,4520.629883,4520.629883,1692640000
2016-06-09,4501.149902,4518.5,4494.759766,4512.689941,4512.689941,1632340000
2016-06-10,4473.080078,4480.47998,4447.330078,4461.049805,4461.049805,1822200000
2016-06-13,4436.120117,4461.27002,4419.72998,4422.759766,4422.759766,1888300000
2016-06-14,4413.709961,4439.72998,4392.430176,4424.910156,4424.910156,1919710000
2016-06-15,4433.680176,4439.609863,4404.580078,4409.509766,4409.509766,1802200000
2016-06-16,4387.899902,4428.27002,4362.160156,4424.22998,4424.22998,1851770000
2016-06-17,4409.75,4409.75,4363.629883,4374.379883,4374.379883,2638220000
2016-06-20,4424.109863,4444.060059,4397.359863,4400.160156,4400.160156,1779560000
2016-06-21,4408.029785,4422.669922,4398.640137,4413.399902,4413.399902,1698080000
2016-06-22,4415.459961,4442.02002,4400.879883,4404.72998,4404.72998,1682220000
2016-06-23,4437.609863,4467.47998,4420.160156,4467.47998,4467.47998,1738570000
2016-06-24,4294.799805,4373.149902,4274.540039,4285.700195,4285.700195,4411040000
2016-06-27,4247.709961,4249.0,4179.740234,4201.049805,4201.049805,2659650000
2016-06-28,4245.319824,4291.430176,4245.290039,4290.470215,4290.470215,2074090000
2016-06-29,4323.330078,4373.959961,4322.359863,4364.740234,4364.740234,2116550000
2016-06-30,4378.75,4417.959961,4359.569824,4417.700195,4417.700195,2171180000
2016-07-01,4411.77002,4453.859863,4411.759766,4437.450195,4437.450195,1745130000
2016-07-05,4414.350098,4418.040039,4386.560059,4410.75,4410.75,1690340000
2016-07-06,4388.430176,4447.22998,4375.720215,4444.700195,4444.700195,1876090000
2016-07-07,4451.149902,4468.310059,4438.799805,4459.580078,4459.580078,1672770000
2016-07-08,4484.919922,4529.720215,4476.5,4528.359863,4528.359863,1947260000
2016-07-11,4544.330078,4569.970215,4544.330078,4554.709961,4554.709961,1718450000
2016-07-12,4579.850098,4588.240234,4570.560059,4577.609863,4577.609863,1866280000
2016-07-13,4589.129883,4589.950195,4565.700195,4565.77002,4565.77002,1650820000
2016-07-14,4597.189941,4604.759766,4585.700195,4596.490234,4596.490234,1641170000
2016-07-15,4602.0,4607.180176,4579.830078,4589.830078,4589.830078,1610300000
2016-07-18,4595.060059,4627.569824,4591.830078,4619.680176,4619.680176,1585570000
2016-07-19,4601.680176,4617.470215,4595.379883,4603.279785,4603.279785,1694740000
2016-07-20,4630.850098,4665.669922,4623.930176,4657.200195,4657.200195,1877330000
2016-07-21,4662.950195,4669.529785,4634.069824,4647.02002,4647.02002,1880310000
2016-07-22,4650.97998,4670.540039,4635.220215,4666.069824,4666.069824,1639000000
2016-07-25,4662.899902,4667.089844,4650.5,4665.930176,4665.930176,1770620000
2016-07-26,4664.100098,4687.899902,4648.919922,4672.109863,4672.109863,2038060000
2016-07-27,4711.109863,4716.069824,4685.109863,4702.879883,4702.879883,2122250000
2016-07-28,4710.22998,4725.779785,4696.080078,4721.410156,4721.410156,1950910000
2016-07-29,4734.700195,4743.25,4715.77002,4730.22998,4730.22998,2072640000
2016-08-01,4734.439941,4767.240234,4728.72998,4756.040039,4756.040039,1866590000
2016-08-02,4748.419922,4752.290039,4689.549805,4719.209961,4719.209961,2142010000
2016-08-03,4716.580078,4734.330078,4712.100098,4734.330078,4734.330078,1909470000
2016-08-04,4731.540039,4749.089844,4719.009766,4743.810059,4743.810059,1930000000
2016-08-05,4769.169922,4799.859863,4763.580078,4791.209961,4791.209961,2017720000
2016-08-08,4791.100098,4794.140137,4770.220215,4784.740234,4784.740234,1624450000
2016-08-09,4787.919922,4811.02002,4786.379883,4795.75,4795.75,1664320000
2016-08-10,4799.830078,4799.879883,4771.97998,4783.390137,4783.390137,1651240000
2016-08-11,4800.589844,4813.359863,4790.649902,4803.310059,4803.310059,1511670000
2016-08-12,4794.350098,4807.529785,4790.490234,4807.080078,4807.080078,1501620000
2016-08-15,4814.77002,4837.669922,4812.450195,4827.120117,4827.120117,1533170000
2016-08-16,4814.209961,4814.959961,4796.919922,4797.189941,4797.189941,1698390000
2016-08-17,4799.029785,4807.049805,4772.430176,4805.450195,4805.450195,1747890000
2016-08-18,4802.330078,4814.540039,4794.290039,4808.680176,4808.680176,1659080000
2016-08-19,4800.200195,4816.0,4786.27002,4806.140137,4806.140137,1632740000
2016-08-22,4797.950195,4817.359863,4791.060059,4808.560059,4808.560059,1560210000
2016-08-23,4828.790039,4836.450195,4816.759766,4818.47998,4818.47998,1547050000
2016-08-24,4812.490234,4821.299805,4770.72998,4783.490234,4783.490234,1714780000
2016-08-25,4773.680176,4792.470215,4768.0,4775.430176,4775.430176,1511890000
2016-08-26,4782.459961,4815.580078,4758.100098,4783.689941,4783.689941,1591060000
2016-08-29,4787.930176,4804.419922,4784.629883,4791.089844,4791.089844,1416640000
2016-08-30,4787.77002,4797.620117,4760.279785,4775.990234,4775.990234,1561020000
2016-08-31,4770.22998,4775.189941,4751.689941,4771.049805,4771.049805,1761770000
2016-09-01,4774.810059,4787.939941,4750.240234,4783.939941,4783.939941,1592520000
2016-09-02,4806.140137,4816.700195,4781.609863,4798.740234,4798.740234,1474200000
2016-09-06,4806.660156,4829.509766,4797.339844,4829.509766,4829.509766,1777940000
2016-09-07,4829.910156,4839.589844,4813.990234,4831.859863,4831.859863,1878460000
2016-09-08,4816.47998,4816.47998,4791.220215,4804.0,4804.0,1839790000
2016-09-09,4763.040039,4773.77002,4681.540039,4681.540039,4681.540039,2208690000
2016-09-12,4656.589844,4772.450195,4656.509766,4764.649902,4764.649902,2007610000
2016-09-13,4740.0,4756.200195,4701.790039,4722.850098,4722.850098,2071460000
2016-09-14,4726.75,4770.390137,4726.75,4746.060059,4746.060059,1902680000
2016-09-15,4749.709961,4826.02002,4748.669922,4819.899902,4819.899902,1950940000
2016-09-16,4811.790039,4821.850098,4794.200195,4818.049805,4818.049805,3013860000
2016-09-19,4833.839844,4843.759766,4787.439941,4796.069824,4796.069824,1792650000
2016-09-20,4813.779785,4824.209961,4797.779785,4805.220215,4805.220215,1697530000
2016-09-21,4826.580078,4858.569824,4797.899902,4853.75,4853.75,2001890000
2016-09-22,4879.279785,4895.5,4876.370117,4891.359863,4891.359863,1914550000
2016-09-23,4881.450195,4882.419922,4853.410156,4858.910156,4858.910156,1762700000
2016-09-26,4830.169922,4837.339844,4812.319824,4817.169922,4817.169922,1672190000
2016-09-27,4813.890137,4868.379883,4811.279785,4866.709961,4866.709961,1754700000
2016-09-28,4871.839844,4877.299805,4850.040039,4875.27002,4875.27002,1788240000
2016-09-29,4868.459961,4875.52002,4819.02002,4838.299805,4838.299805,1946150000
2016-09-30,4856.100098,4889.22998,4846.899902,4875.700195,4875.700195,2063260000
2016-10-03,4864.629883,4872.140137,4848.209961,4866.629883,4866.629883,1606460000
2016-10-04,4880.569824,4891.5,4841.720215,4859.470215,4859.470215,1711810000
2016-10-05,4872.97998,4891.350098,4870.810059,4877.75,4877.75,1755640000
2016-10-06,4871.950195,4883.970215,4851.529785,4873.919922,4873.919922,1655480000
2016-10-07,4883.939941,4884.700195,4840.930176,4864.52002,4864.52002,1647330000
2016-10-10,4887.72998,4904.720215,4885.589844,4893.77002,4893.77002,1365600000
2016-10-11,4890.169922,4890.169922,4804.240234,4821.910156,4821.910156,1822980000
2016-10-12,4824.27002,4836.549805,4806.330078,4819.640137,4819.640137,1567930000
2016-10-13,4785.589844,4816.330078,4760.069824,4803.100098,4803.100098,1737720000
2016-10-14,4828.899902,4845.990234,4806.72998,4808.47998,4808.47998,1593610000
2016-10-17,4808.470215,4814.879883,4790.450195,4796.169922,4796.169922,1427060000
2016-10-18,4849.910156,4860.680176,4837.310059,4839.720215,4839.720215,1476970000
2016-10-19,4833.810059,4845.069824,4830.680176,4836.609863,4836.609863,1548910000
2016-10-20,4831.310059,4842.319824,4805.839844,4832.709961,4832.709961,1745270000
2016-10-21,4836.540039,4853.609863,4822.779785,4851.859863,4851.859863,1651490000
2016-10-24,4884.160156,4911.589844,4880.77002,4909.970215,4909.970215,1533370000
2016-10-25,4908.180176,4911.759766,4885.899902,4891.450195,4891.450195,1580830000
2016-10-26,4863.52002,4886.319824,4846.439941,4860.589844,4860.589844,1732300000
2016-10-27,4883.069824,4885.830078,4831.689941,4836.450195,4836.450195,1926820000
2016-10-28,4820.5,4848.549805,4794.069824,4805.589844,4805.589844,1911810000
2016-10-31,4821.310059,4823.919922,4801.160156,4801.27002,4801.27002,1709060000
2016-11-01,4810.299805,4811.02002,4726.350098,4766.939941,4766.939941,1880920000
2016-11-02,4764.830078,4773.649902,4717.560059,4726.910156,4726.910156,2124990000
2016-11-03,4718.529785,4732.200195,4673.049805,4679.100098,4679.100098,2113730000
2016-11-04,4647.589844,4697.939941,4647.589844,4660.459961,4660.459961,2020130000
2016-11-07,4737.97998,4777.060059,4731.790039,4773.72998,4773.72998,1916620000
2016-11-08,4766.47998,4824.970215,4757.25,4804.919922,4804.919922,1739440000
2016-11-09,4748.910156,4832.950195,4747.350098,4825.180176,4825.180176,2827570000
2016-11-10,4849.709961,4855.790039,4685.740234,4747.029785,4747.029785,2986760000
2016-11-11,4729.140137,4759.830078,4711.959961,4751.950195,4751.950195,2290080000
2016-11-14,4752.609863,4753.27002,4677.410156,4702.040039,4702.040039,2371900000
2016-11-15,4733.569824,4778.649902,4727.97998,4764.470215,4764.470215,2159180000
2016-11-16,4745.029785,4794.569824,4742.950195,4792.27002,4792.27002,2066130000
2016-11-17,4789.790039,4826.75,4781.720215,4826.589844,4826.589844,2084710000
2016-11-18,4832.810059,4840.810059,4804.439941,4808.040039,4808.040039,1865770000
2016-11-21,4822.029785,4862.22998,4819.569824,4859.0,4859.0,1748170000
2016-11-22,4876.919922,4884.629883,4861.080078,4873.839844,4873.839844,1890410000
2016-11-23,4856.720215,4859.669922,4832.589844,4853.859863,4853.859863,1617700000
2016-11-25,4861.470215,4870.899902,4853.040039,4870.02002,4870.02002,768080000
2016-11-28,4861.72998,4878.870117,4852.709961,4857.02002,4857.02002,1630150000
2016-11-29,4859.850098,4896.569824,4848.890137,4873.209961,4873.209961,1791760000
2016-11-30,4876.299805,4880.759766,4810.810059,4810.810059,4810.810059,2056060000
2016-12-01,4806.77002,4810.439941,4723.569824,4734.100098,4734.100098,2269790000
2016-12-02,4734.379883,4759.029785,4721.410156,4739.370117,4739.370117,1851030000
2016-12-05,4762.339844,4795.279785,4743.529785,4778.140137,4778.140137,1800570000
2016-12-06,4786.060059,4796.580078,4769.390137,4788.669922,4788.669922,1977480000
2016-12-07,4778.859863,4854.319824,4765.439941,4851.939941,4851.939941,2125370000
2016-12-08,4849.75,4869.560059,4843.040039,4859.189941,4859.189941,2236580000
2016-12-09,4878.540039,4897.240234,4877.180176,4895.899902,4895.899902,2042340000
2016-12-12,4878.040039,4882.97998,4854.27002,4874.299805,4874.299805,1931840000
2016-12-13,4893.649902,4960.47998,4890.149902,4935.839844,4935.839844,2094860000
2016-12-14,4943.640137,4955.25,4910.759766,4921.220215,4921.220215,1976570000
2016-12-15,4925.649902,4959.899902,4919.810059,4933.410156,4933.410156,2101320000
2016-12-16,4945.040039,4952.140137,4904.379883,4914.859863,4914.859863,3281480000
2016-12-19,4919.160156,4963.0,4911.75,4934.850098,4934.850098,1688680000
2016-12-20,4948.339844,4961.549805,4944.319824,4953.799805,4953.799805,1679630000
2016-12-21,4952.069824,4957.450195,4938.240234,4948.910156,4948.910156,1496850000
2016-12-22,4948.359863,4948.359863,4917.330078,4934.390137,4934.390137,1585470000
2016-12-23,4927.529785,4940.040039,4922.950195,4940.02002,4940.02002,1144900000
2016-12-27,4948.919922,4992.080078,4947.589844,4965.810059,4965.810059,1219050000
2016-12-28,4976.419922,4978.430176,4922.089844,4926.290039,4926.290039,1326660000
2016-12-29,4923.930176,4933.709961,4903.279785,4918.279785,4918.279785,1266350000
2016-12-30,4925.359863,4927.160156,4853.930176,4863.620117,4863.620117,1551690000
2017-01-03,4900.850098,4928.490234,4884.52002,4911.330078,4911.330078,1887670000
2017-01-04,4920.790039,4944.740234,4919.799805,4937.209961,4937.209961,1885490000
2017-01-05,4936.350098,4967.899902,4935.339844,4964.950195,4964.950195,1799170000
2017-01-06,4973.870117,5020.700195,4957.819824,5007.080078,5007.080078,1711870000
2017-01-09,5013.819824,5033.319824,5009.450195,5024.899902,5024.899902,1887740000
2017-01-10,5027.5,5049.830078,5016.189941,5035.169922,5035.169922,1798610000
2017-01-11,5033.879883,5050.209961,5012.649902,5050.209961,5050.209961,1960830000
2017-01-12,5029.279785,5044.370117,4995.069824,5041.430176,5041.430176,1805840000
2017-01-13,5047.560059,5066.950195,5045.919922,5059.509766,5059.509766,1611260000
2017-01-17,5043.069824,5053.200195,5029.609863,5044.649902,5044.649902,1759440000
2017-01-18,5050.259766,5058.200195,5039.180176,5055.850098,5055.850098,1686260000
2017-01-19,5061.100098,5078.410156,5041.209961,5051.169922,5051.169922,1809900000
2017-01-20,5070.149902,5085.339844,5050.02002,5063.200195,5063.200195,1750340000
2017-01-23,5055.970215,5073.240234,5035.490234,5065.700195,5065.700195,1652370000
2017-01-24,5079.609863,5108.220215,5068.370117,5101.060059,5101.060059,1808560000
2017-01-25,5132.870117,5153.180176,5129.0,5151.470215,5151.470215,1964040000
2017-01-26,5164.120117,5168.200195,5148.850098,5156.919922,5156.919922,1837020000
2017-01-27,5169.490234,5172.430176,5150.180176,5168.060059,5168.060059,1669190000
2017-01-30,5146.410156,5146.879883,5098.339844,5129.330078,5129.330078,1782380000
2017-01-31,5107.470215,5116.799805,5086.330078,5116.77002,5116.77002,2047460000
2017-02-01,5157.830078,5162.459961,5128.899902,5152.689941,5152.689941,2239570000
2017-02-02,5141.27002,5162.560059,5128.759766,5147.700195,5147.700195,2077010000
2017-02-03,5153.609863,5165.470215,5147.580078,5161.600098,5161.600098,1792330000
2017-02-06,5154.180176,5167.959961,5148.060059,5167.959961,5167.959961,1736140000
2017-02-07,5178.850098,5196.27002,5174.339844,5185.879883,5185.879883,1922030000
2017-02-08,5176.5,5201.569824,5168.97998,5196.580078,5196.580078,1947100000
2017-02-09,5200.169922,5221.620117,5196.069824,5212.160156,5212.160156,1948120000
2017-02-10,5219.810059,5234.27002,5212.839844,5226.689941,5226.689941,1867270000
2017-02-13,5242.490234,5262.419922,5241.0,5256.819824,5256.819824,1843480000
2017-02-14,5251.359863,5271.100098,5238.689941,5271.069824,5271.069824,1952370000
2017-02-15,5266.120117,5304.339844,5264.439941,5302.390137,5302.390137,2094140000
2017-02-16,5306.379883,5316.790039,5287.540039,5300.640137,5300.640137,1945600000
2017-02-17,5295.490234,5324.720215,5291.700195,5324.720215,5324.720215,1879030000
2017-02-21,5334.569824,5353.160156,5330.470215,5350.72998,5350.72998,1940110000
2017-02-22,5345.180176,5354.72998,5335.799805,5352.129883,5352.129883,1874710000
2017-02-23,5358.029785,5358.529785,5309.990234,5332.370117,5332.370117,1881490000
2017-02-24,5305.22998,5343.310059,5304.009766,5343.310059,5343.310059,1684650000
2017-02-27,5330.560059,5347.879883,5322.140137,5347.549805,5347.549805,1882610000
2017-02-28,5344.180176,5347.470215,5316.700195,5330.310059,5330.310059,2303390000
2017-03-01,5368.649902,5398.430176,5355.379883,5390.990234,5390.990234,2220350000
2017-03-02,5386.339844,5387.72998,5355.529785,5363.259766,5363.259766,2043610000
2017-03-03,5355.209961,5373.47998,5344.47998,5373.47998,5373.47998,1853600000
2017-03-06,5352.609863,5368.27002,5338.609863,5360.310059,5360.310059,1774040000
2017-03-07,5348.200195,5373.259766,5341.430176,5351.279785,5351.279785,1825510000
2017-03-08,5351.350098,5375.77002,5348.72998,5359.810059,5359.810059,1813080000
2017-03-09,5355.779785,5370.660156,5336.080078,5363.97998,5363.97998,1886780000
2017-03-10,5390.459961,5394.660156,5364.100098,5385.899902,5385.899902,1999440000
2017-03-13,5387.72998,5396.390137,5382.02002,5394.569824,5394.569824,1812460000
2017-03-14,5382.790039,5384.879883,5360.700195,5382.169922,5382.169922,1664870000
2017-03-15,5392.47998,5426.839844,5375.879883,5416.25,5416.25,1955400000
2017-03-16,5421.459961,5423.660156,5399.27002,5412.080078,5412.080078,1770640000
2017-03-17,5413.470215,5423.279785,5406.810059,5408.759766,5408.759766,3189970000
2017-03-20,5406.02002,5426.470215,5400.160156,5413.310059,5413.310059,1736790000
2017-03-21,5433.279785,5439.580078,5328.709961,5332.529785,5332.529785,2199920000
2017-03-22,5332.640137,5372.27002,5327.25,5367.549805,5367.549805,1860290000
2017-03-23,5356.709961,5375.430176,5346.299805,5355.140137,5355.140137,1746990000
2017-03-24,5376.740234,5392.279785,5345.939941,5364.0,5364.0,1855040000
2017-03-27,5320.959961,5383.220215,5316.02002,5374.27002,5374.27002,1673060000
2017-03-28,5371.899902,5422.25,5363.290039,5407.209961,5407.209961,1823600000
2017-03-29,5410.140137,5433.359863,5405.100098,5430.27002,5430.27002,1722190000
2017-03-30,5430.310059,5446.509766,5425.299805,5439.740234,5439.740234,1732100000
2017-03-31,5430.990234,5451.5,5427.5,5436.22998,5436.22998,1905150000
2017-04-03,5440.200195,5453.439941,5403.310059,5432.200195,5432.200195,1852990000
2017-04-04,5415.529785,5441.339844,5415.299805,5440.410156,5440.410156,1795260000
2017-04-05,5447.27002,5479.859863,5409.040039,5418.52002,5418.52002,2208600000
2017-04-06,5423.649902,5435.060059,5407.870117,5420.879883,5420.879883,1849790000
2017-04-07,5420.939941,5434.180176,5400.080078,5418.370117,5418.370117,1703730000
2017-04-10,5423.569824,5442.709961,5406.580078,5421.680176,5421.680176,1633190000
2017-04-11,5413.910156,5422.790039,5359.140137,5398.399902,5398.399902,1830760000
2017-04-12,5394.609863,5399.549805,5370.240234,5377.029785,5377.029785,1666570000
2017-04-13,5370.689941,5398.990234,5353.589844,5353.589844,5353.589844,1587150000
